name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group,console_type,rating_sem
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,Shooter,0.28,0.3,0.0,0.12,73.0,71.0,Pending,0.7000000000000001,Playstation,Home console,pending
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009,Shooter,0.17,0.14,0.0,0.08,68.0,75.0,Pending,0.39000000000000007,Playstation,Portable console,pending
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,0.24,0.19,0.0,0.05,65.0,71.5,Pending,0.48,Nintendo,Home console,pending
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,0.34,0.23,0.0,0.06,71.0,70.0,Pending,0.6300000000000001,Xbox,Home console,pending
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,0.63,0.37,0.0,0.11,70.0,80.0,Pending,1.11,Playstation,Home console,pending
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,0.32,0.03,0.01,0.04,73.0,71.0,Pending,0.39999999999999997,Playstation,Home console,pending
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,0.23,0.26,0.0,0.16,68.0,75.0,Pending,0.65,Playstation,Portable console,pending
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,0.5,0.03,0.0,0.05,65.0,71.5,Pending,0.5800000000000001,Nintendo,Home console,pending
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,0.51,0.04,0.0,0.05,71.0,70.0,Pending,0.6000000000000001,Xbox,Home console,pending
Transformers: War for Cybertron (DS Version),DS,2010,Shooter,0.21,0.01,0.0,0.02,66.0,74.0,Pending,0.24,Nintendo,Portable console,pending
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,0.01,0.0,0.0,0.0,78.0,75.0,Pending,0.01,PC,Home console,pending
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,0.24,0.18,0.0,0.08,73.0,71.0,Pending,0.5,Playstation,Home console,pending
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,0.38,0.15,0.0,0.05,71.0,70.0,Pending,0.5800000000000001,Xbox,Home console,pending
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,0.11,0.01,0.0,0.01,66.0,74.0,Pending,0.13,Nintendo,Portable console,pending
Transport Fever,PC,2016,Simulation,0.0,0.03,0.0,0.0,70.0,70.0,Pending,0.03,PC,Home console,pending
Transworld Snowboarding,XB,2002,Sports,0.07,0.02,0.0,0.0,74.0,92.0,T,0.09000000000000001,Xbox,Home console,teen
Transworld Surf,PS2,2002,Sports,0.09,0.07,0.0,0.02,76.0,85.0,T,0.18,Playstation,Home console,teen
Transworld Surf,XB,2001,Sports,0.1,0.03,0.0,0.0,76.0,80.0,T,0.13,Xbox,Home console,teen
Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,0.02,0.01,0.0,0.0,73.5,83.0,Pending,0.03,Playstation,Home console,pending
Trapped Dead,PC,2011,Strategy,0.0,0.02,0.0,0.0,50.0,47.0,Pending,0.02,PC,Home console,pending
Trapt,PS2,2005,Action,0.03,0.02,0.0,0.01,60.0,79.0,M,0.060000000000000005,Playstation,Home console,mature
Trauma Center: New Blood,Wii,2007,Simulation,0.22,0.04,0.01,0.02,77.0,80.0,T,0.29000000000000004,Nintendo,Home console,teen
Trauma Center: Second Opinion,Wii,2006,Simulation,0.28,0.01,0.03,0.03,80.0,80.0,T,0.3500000000000001,Nintendo,Home console,teen
Trauma Center: Under the Knife,DS,2005,Simulation,0.3,0.01,0.02,0.03,81.0,87.0,T,0.36,Nintendo,Portable console,teen
Trauma Center: Under the Knife 2,DS,2008,Simulation,0.1,0.0,0.0,0.01,79.0,85.0,T,0.11,Nintendo,Portable console,teen
Trauma Team,Wii,2010,Simulation,0.14,0.0,0.02,0.01,82.0,88.0,T,0.17,Nintendo,Home console,teen
Travel Coach: Europe 1,DS,2008,Misc,0.0,0.03,0.0,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
Travel Games For Dummies,DS,2008,Misc,0.12,0.0,0.0,0.01,62.0,74.0,E,0.13,Nintendo,Portable console,everyone
Treasure Chase,DS,2011,Puzzle,0.02,0.0,0.0,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,0.0,0.0,0.03,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
Treasure Hunter G,SNES,1996,Role-Playing,0.0,0.0,0.2,0.0,70.0,75.0,Pending,0.2,Nintendo,Home console,pending
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,0.0,0.0,0.05,0.0,66.0,74.0,Pending,0.05,Nintendo,Portable console,pending
Treasure World,DS,2009,Simulation,0.18,0.0,0.0,0.01,68.0,74.0,E,0.19,Nintendo,Portable console,everyone
Treasures of the Deep,PS,1997,Action,0.1,0.07,0.0,0.01,73.5,83.0,Pending,0.18000000000000002,Playstation,Home console,pending
Trials Fusion,PC,2014,Racing,0.0,0.03,0.0,0.0,80.0,68.0,E10+,0.03,PC,Home console,everyone 10 and older
Trials Fusion,PS4,2014,Racing,0.13,0.22,0.01,0.07,79.0,72.0,E10+,0.43,Playstation,Home console,everyone 10 and older
Trials Fusion,XOne,2014,Racing,0.12,0.1,0.0,0.02,80.0,71.0,E10+,0.24,Xbox,Home console,everyone 10 and older
Tribes: Aerial Assault,PS2,2002,Shooter,0.11,0.09,0.0,0.03,73.0,88.0,T,0.23,Playstation,Home console,teen
Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,0.0,0.0,0.07,0.0,66.0,74.0,Pending,0.07,Nintendo,Portable console,pending
Trick x Logic: Season 1,PSP,2010,Adventure,0.0,0.0,0.05,0.0,68.0,75.0,Pending,0.05,Playstation,Portable console,pending
Trick x Logic: Season 2,PSP,2010,Adventure,0.0,0.0,0.04,0.0,68.0,75.0,Pending,0.04,Playstation,Portable console,pending
Trigger Man,GC,2004,Shooter,0.01,0.0,0.0,0.0,70.0,79.5,T,0.01,Nintendo,Home console,teen
Trigger Man,PS2,2004,Shooter,0.08,0.06,0.0,0.02,32.0,48.0,T,0.16,Playstation,Home console,teen
Trigger Man,XB,2004,Shooter,0.03,0.01,0.0,0.0,31.0,80.0,T,0.04,Xbox,Home console,teen
Triggerheart Excelica Enhanced,PS2,2009,Shooter,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Triggerheart Exelica,DC,2007,Shooter,0.0,0.0,0.02,0.0,88.0,88.0,Pending,0.02,Other,Home console,pending
Trine,PC,2009,Action,0.0,0.01,0.0,0.0,80.0,82.0,E10+,0.01,PC,Home console,everyone 10 and older
Trine 2,PC,2011,Platform,0.0,0.03,0.0,0.01,84.0,84.0,E10+,0.04,PC,Home console,everyone 10 and older
Trine 2,WiiU,2012,Platform,0.0,0.03,0.0,0.0,73.5,71.0,Pending,0.03,Nintendo,Home console,pending
Tringo,GBA,2006,Puzzle,0.01,0.0,0.0,0.0,69.0,80.0,E,0.01,Nintendo,Portable console,everyone
Trinity Universe,PS3,2009,Role-Playing,0.07,0.05,0.03,0.02,62.0,72.0,T,0.17,Playstation,Home console,teen
Triple Crown Championship Snowboarding,Wii,2010,Sports,0.02,0.0,0.0,0.0,65.0,71.5,Pending,0.02,Nintendo,Home console,pending
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,0.03,0.0,0.0,0.0,71.0,70.0,T,0.03,Xbox,Home console,teen
Triple Play 2000,N64,1999,Sports,0.27,0.01,0.0,0.0,70.0,75.0,Pending,0.28,Nintendo,Home console,pending
Triple Play 2000,PS,1999,Sports,0.79,0.54,0.0,0.09,73.5,83.0,Pending,1.4200000000000002,Playstation,Home console,pending
Triple Play 2001,PS,2000,Sports,0.74,0.5,0.0,0.09,73.5,83.0,Pending,1.33,Playstation,Home console,pending
Triple Play 2002,PS2,2002,Sports,0.43,0.33,0.0,0.11,65.0,80.0,E,0.87,Playstation,Home console,everyone
Triple Play 2002,XB,2002,Sports,0.19,0.05,0.0,0.01,64.0,80.0,E,0.25,Xbox,Home console,everyone
Triple Play 97,PS,1996,Sports,0.21,0.15,0.0,0.03,73.5,83.0,Pending,0.39,Playstation,Home console,pending
Triple Play 98,PS,1997,Sports,0.61,0.42,0.0,0.07,73.5,83.0,Pending,1.1,Playstation,Home console,pending
Triple Play 99,PS,1998,Sports,0.81,0.55,0.0,0.1,73.5,83.0,Pending,1.4600000000000002,Playstation,Home console,pending
Trivial Pursuit,PS2,2009,Misc,0.09,0.01,0.0,0.17,70.0,80.0,E,0.27,Playstation,Home console,everyone
Trivial Pursuit,PS3,2009,Misc,0.12,0.11,0.0,0.05,66.0,71.0,E,0.27999999999999997,Playstation,Home console,everyone
Trivial Pursuit,Wii,2009,Misc,0.2,0.3,0.0,0.07,67.0,71.5,E,0.5700000000000001,Nintendo,Home console,everyone
Trivial Pursuit,X360,2009,Misc,0.12,0.21,0.0,0.04,66.0,64.0,E,0.36999999999999994,Xbox,Home console,everyone
Trivial Pursuit unhinged,PS2,2004,Misc,0.09,0.07,0.0,0.02,51.0,80.0,T,0.18,Playstation,Home console,teen
Trivial Pursuit unhinged,XB,2004,Misc,0.07,0.02,0.0,0.0,58.0,80.0,T,0.09000000000000001,Xbox,Home console,teen
Trivial Pursuit: Bet You Know It,Wii,2011,Misc,0.09,0.04,0.0,0.01,65.0,71.5,T,0.14,Nintendo,Home console,teen
Trollz: Hair Affair!,GBA,2005,Misc,0.03,0.01,0.0,0.0,69.0,80.0,Pending,0.04,Nintendo,Portable console,pending
Tron 2.0: Killer App,GBA,2004,Action,0.04,0.02,0.0,0.0,68.0,80.0,E,0.06,Nintendo,Portable console,everyone
Tron 2.0: Killer App,XB,2004,Action,0.04,0.01,0.0,0.0,69.0,43.0,T,0.05,Xbox,Home console,teen
Tropico 3,PC,2009,Strategy,0.0,0.04,0.0,0.01,79.0,81.0,T,0.05,PC,Home console,teen
Tropico 3,X360,2009,Strategy,0.15,0.02,0.03,0.01,75.0,66.0,T,0.21,Xbox,Home console,teen
Tropico 3: Gold Edition,PC,2010,Strategy,0.0,0.01,0.0,0.0,78.0,75.0,T,0.01,PC,Home console,teen
Tropico 4,PC,2011,Strategy,0.1,0.13,0.0,0.04,78.0,77.0,T,0.27,PC,Home console,teen
Tropico 4,X360,2011,Strategy,0.2,0.12,0.0,0.03,77.0,75.0,T,0.35,Xbox,Home console,teen
Tropico 4: Modern Times,PC,2012,Strategy,0.0,0.02,0.0,0.0,78.0,80.0,T,0.02,PC,Home console,teen
Tropico 5,PC,2014,Simulation,0.02,0.09,0.0,0.01,75.0,70.0,T,0.12,PC,Home console,teen
Tropico 5,PS4,2015,Simulation,0.06,0.16,0.06,0.04,76.0,71.0,T,0.32,Playstation,Home console,teen
Tropico 5,X360,2014,Simulation,0.03,0.02,0.0,0.0,71.0,72.0,T,0.05,Xbox,Home console,teen
Tropico Reloaded,PC,2009,Strategy,0.0,0.02,0.0,0.0,78.0,75.0,T,0.02,PC,Home console,teen
Tropix,DS,2008,Puzzle,0.06,0.0,0.0,0.0,66.0,74.0,Pending,0.06,Nintendo,Portable console,pending
Truck Racer,Wii,2009,Racing,0.0,0.01,0.0,0.0,65.0,71.5,Pending,0.01,Nintendo,Home console,pending
True Crime: New York City,GC,2005,Action,0.13,0.03,0.0,0.0,59.0,88.0,M,0.16,Nintendo,Home console,mature
True Crime: New York City,PS2,2005,Action,0.57,0.02,0.07,0.09,70.0,80.0,Pending,0.7499999999999999,Playstation,Home console,pending
True Crime: New York City,XB,2005,Action,0.21,0.06,0.0,0.01,60.0,78.0,M,0.28,Xbox,Home console,mature
True Crime: Streets of LA,GC,2003,Action,0.44,0.11,0.0,0.02,77.0,73.0,M,0.5700000000000001,Nintendo,Home console,mature
True Crime: Streets of LA,PS2,2003,Action,1.89,1.05,0.02,0.31,77.0,80.0,M,3.27,Playstation,Home console,mature
True Crime: Streets of LA,XB,2003,Action,0.96,0.37,0.0,0.05,77.0,78.0,M,1.3800000000000001,Xbox,Home console,mature
True Love Story 3,PS2,2001,Simulation,0.0,0.0,0.04,0.0,70.0,80.0,Pending,0.04,Playstation,Home console,pending
True Pinball,PS,1996,Misc,0.02,0.01,0.0,0.0,73.5,83.0,Pending,0.03,Playstation,Home console,pending
True Swing Golf,DS,2005,Sports,0.11,0.0,0.04,0.01,66.0,77.0,E,0.16,Nintendo,Portable console,everyone
Truth or Lies,PS3,2010,Misc,0.06,0.02,0.0,0.01,73.0,71.0,T,0.09,Playstation,Home console,teen
Truth or Lies,Wii,2010,Misc,0.04,0.05,0.0,0.01,65.0,71.5,T,0.09999999999999999,Nintendo,Home console,teen
Truth or Lies,X360,2010,Misc,0.07,0.03,0.0,0.01,28.0,52.0,T,0.11,Xbox,Home console,teen
Tsugunai: Atonement,PS2,2001,Role-Playing,0.02,0.01,0.02,0.0,67.0,80.0,T,0.05,Playstation,Home console,teen
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,0.0,0.0,0.02,0.0,71.0,76.0,Pending,0.02,Playstation,Portable console,pending
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Tsukigime Ranko's Longest Day,PS3,2014,Action,0.0,0.01,0.0,0.0,73.0,71.0,Pending,0.01,Playstation,Home console,pending
Tsuku Monogatari,PSP,2011,Adventure,0.0,0.0,0.03,0.0,68.0,75.0,Pending,0.03,Playstation,Portable console,pending
Tsumiki: Block Drop Mania,DS,2007,Action,0.04,0.0,0.0,0.0,66.0,74.0,E,0.04,Nintendo,Portable console,everyone
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,0.0,0.0,0.04,0.0,71.0,76.0,Pending,0.04,Playstation,Portable console,pending
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Adventure,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Tsuyo Kiss 2 Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0,68.0,75.0,Pending,0.02,Playstation,Portable console,pending
Tsuyo Kiss 3 Portable,PSP,2012,Action,0.0,0.0,0.01,0.0,68.0,75.0,Pending,0.01,Playstation,Portable console,pending
Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,0.0,0.0,0.03,0.0,70.0,80.0,Pending,0.03,Playstation,Home console,pending
Tube Slider,GC,-1,Racing,0.02,0.0,0.0,0.0,62.0,79.5,E,0.02,Nintendo,Home console,everyone
Tunnel B1,PS,1996,Action,0.05,0.03,0.0,0.01,73.5,83.0,Pending,0.09,Playstation,Home console,pending
Turbo Prop Racing,PS,1997,Racing,0.08,0.06,0.0,0.01,73.5,83.0,Pending,0.15000000000000002,Playstation,Home console,pending
Turbo Trainz,Wii,2012,Racing,0.0,0.01,0.0,0.0,65.0,71.5,Pending,0.01,Nintendo,Home console,pending
Turbo Turtle Adventure,GBA,2002,Puzzle,0.04,0.01,0.0,0.0,70.0,80.0,E,0.05,Nintendo,Portable console,everyone
Turbo: Super Stunt Squad,3DS,2013,Sports,0.0,0.01,0.0,0.0,68.0,52.0,E,0.01,Nintendo,Portable console,everyone
Turbo: Super Stunt Squad,DS,2013,Sports,0.0,0.03,0.0,0.0,66.0,74.0,E,0.03,Nintendo,Portable console,everyone
Turbo: Super Stunt Squad,PS3,2013,Sports,0.0,0.01,0.0,0.0,38.0,71.0,E,0.01,Playstation,Home console,everyone
Turbo: Super Stunt Squad,Wii,2013,Sports,0.0,0.01,0.0,0.0,65.0,71.5,E,0.01,Nintendo,Home console,everyone
Turbo: Super Stunt Squad,WiiU,2013,Sports,0.0,0.02,0.0,0.0,73.5,39.0,E,0.02,Nintendo,Home console,everyone
Turbo: Super Stunt Squad,X360,2013,Sports,0.0,0.01,0.0,0.0,71.0,45.0,E,0.01,Xbox,Home console,everyone
Turn It Around,DS,2006,Action,0.03,0.0,0.0,0.0,39.0,45.0,E,0.03,Nintendo,Portable console,everyone
Turning Point: Fall of Liberty,PS3,2008,Shooter,0.21,0.01,0.0,0.02,42.0,55.0,T,0.24,Playstation,Home console,teen
Turning Point: Fall of Liberty,X360,2008,Shooter,0.23,0.04,0.0,0.02,43.0,68.0,T,0.29000000000000004,Xbox,Home console,teen
Turok,PC,2008,Action,0.0,0.01,0.0,0.0,65.0,65.0,M,0.01,PC,Home console,mature
Turok,PS3,2008,Action,0.35,0.21,0.01,0.1,67.0,60.0,M,0.6699999999999999,Playstation,Home console,mature
Turok,X360,2008,Action,0.46,0.2,0.01,0.07,69.0,71.0,M,0.74,Xbox,Home console,mature
Turok 2: Seeds of Evil,N64,1997,Platform,1.37,0.41,0.04,0.04,70.0,75.0,Pending,1.86,Nintendo,Home console,pending
Turok 3: Shadow of Oblivion,N64,2000,Shooter,0.12,0.05,0.0,0.0,70.0,75.0,Pending,0.16999999999999998,Nintendo,Home console,pending
Turok: Dinosaur Hunter,N64,1997,Shooter,0.0,0.0,0.05,0.0,70.0,75.0,Pending,0.05,Nintendo,Home console,pending
Turok: Evolution,GBA,2002,Shooter,0.08,0.03,0.0,0.0,72.0,70.0,T,0.11,Nintendo,Portable console,teen
Turok: Evolution,GC,2002,Shooter,0.3,0.08,0.0,0.01,70.0,70.0,M,0.39,Nintendo,Home console,mature
Turok: Evolution,PS2,2002,Shooter,0.64,0.5,0.0,0.17,61.0,73.0,M,1.31,Playstation,Home console,mature
Turok: Evolution,XB,2002,Shooter,0.39,0.14,0.0,0.02,68.0,67.0,M,0.55,Xbox,Home console,mature
Turok: Rage Wars,N64,1999,Shooter,0.3,0.06,0.0,0.0,70.0,75.0,Pending,0.36,Nintendo,Home console,pending
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,0.0,0.0,0.04,0.0,66.0,74.0,Pending,0.04,Nintendo,Portable console,pending
Twin Strike: Operation Thunder,Wii,2008,Shooter,0.04,0.0,0.0,0.0,50.0,83.0,E10+,0.04,Nintendo,Home console,everyone 10 and older
TwinBee,NES,1986,Shooter,0.0,0.0,1.2,0.0,70.0,75.0,Pending,1.2,Nintendo,Home console,pending
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,0.0,0.0,0.02,0.0,68.0,75.0,Pending,0.02,Playstation,Portable console,pending
Twisted Edge Extreme Snowboarding,N64,1998,Sports,0.16,0.04,0.0,0.0,70.0,75.0,Pending,0.2,Nintendo,Home console,pending
Twisted Metal,PS,1995,Action,1.32,0.19,0.0,0.05,73.5,83.0,Pending,1.56,Playstation,Home console,pending
Twisted Metal (2012),PS3,2012,Action,0.67,0.07,0.0,0.08,73.0,71.0,Pending,0.82,Playstation,Home console,pending
Twisted Metal 2,PS,1996,Racing,2.12,0.25,0.0,0.07,73.5,83.0,Pending,2.44,Playstation,Home console,pending
Twisted Metal 4,PS,1999,Racing,1.07,0.16,0.0,0.04,73.5,83.0,Pending,1.27,Playstation,Home console,pending
Twisted Metal III,PS,1998,Action,1.48,0.2,0.0,0.05,73.5,83.0,Pending,1.73,Playstation,Home console,pending
Twisted Metal: Black,PS2,2001,Racing,1.19,0.17,0.0,0.05,91.0,84.0,M,1.41,Playstation,Home console,mature
Twisted Metal: Head On,PSP,2005,Action,0.71,0.0,0.0,0.06,79.0,82.0,T,0.77,Playstation,Portable console,teen
Twisted Metal: Small Brawl,PS,2001,Action,0.1,0.07,0.0,0.01,51.0,76.0,T,0.18000000000000002,Playstation,Home console,teen
Twister Mania,X360,2011,Misc,0.1,0.01,0.0,0.01,71.0,70.0,E,0.12,Xbox,Home console,everyone
Two Worlds,X360,2007,Role-Playing,0.41,0.22,0.0,0.07,50.0,55.0,M,0.7,Xbox,Home console,mature
Two Worlds II,PC,2011,Role-Playing,0.09,0.09,0.0,0.02,76.0,65.0,M,0.19999999999999998,PC,Home console,mature
Two Worlds II,PS3,2011,Role-Playing,0.26,0.1,0.06,0.05,70.0,70.0,M,0.47,Playstation,Home console,mature
Two Worlds II,X360,2011,Role-Playing,0.4,0.07,0.03,0.03,67.0,66.0,M,0.53,Xbox,Home console,mature
Ty the Tasmanian Tiger,GC,2002,Platform,0.21,0.05,0.0,0.01,69.0,87.0,E,0.27,Nintendo,Home console,everyone
Ty the Tasmanian Tiger,PS2,2002,Platform,0.57,0.45,0.0,0.15,70.0,88.0,E,1.17,Playstation,Home console,everyone
Ty the Tasmanian Tiger,XB,2002,Platform,0.14,0.04,0.0,0.01,68.0,85.0,E,0.19000000000000003,Xbox,Home console,everyone
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,0.09,0.03,0.0,0.0,63.0,80.0,E,0.12,Nintendo,Portable console,everyone
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,0.15,0.04,0.0,0.01,70.0,86.0,E,0.2,Nintendo,Home console,everyone
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,0.26,0.2,0.0,0.07,71.0,82.0,E,0.53,Playstation,Home console,everyone
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,0.08,0.02,0.0,0.0,69.0,88.0,E,0.1,Xbox,Home console,everyone
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,0.04,0.01,0.0,0.0,73.0,80.0,E10+,0.05,Nintendo,Portable console,everyone 10 and older
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,0.07,0.02,0.0,0.0,68.0,80.0,E10+,0.09000000000000001,Nintendo,Home console,everyone 10 and older
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,0.09,0.07,0.0,0.02,68.0,81.0,E10+,0.18,Playstation,Home console,everyone 10 and older
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,0.02,0.01,0.0,0.0,66.0,80.0,E10+,0.03,Xbox,Home console,everyone 10 and older
Tyco RC: Assault with a Battery,PS,1999,Racing,0.06,0.04,0.0,0.01,73.5,83.0,Pending,0.11,Playstation,Home console,pending
Tycoon City: New York,PC,2006,Strategy,0.0,0.02,0.0,0.0,67.0,83.0,T,0.02,PC,Home console,teen
U-Sing,Wii,2009,Misc,0.0,0.32,0.0,0.03,65.0,71.5,Pending,0.35,Nintendo,Home console,pending
U-Sing  2,Wii,2010,Misc,0.0,0.08,0.0,0.01,65.0,71.5,Pending,0.09,Nintendo,Home console,pending
U-Sing: Girls Night,Wii,2010,Misc,0.0,0.21,0.0,0.04,65.0,71.5,Pending,0.25,Nintendo,Home console,pending
UEFA Champions League 2006-2007,PSP,2007,Sports,0.01,0.0,0.0,0.0,71.0,75.0,E,0.01,Playstation,Portable console,everyone
UEFA Champions League 2006-2007,X360,2007,Sports,0.04,0.01,0.0,0.0,72.0,82.0,E,0.05,Xbox,Home console,everyone
UEFA Euro 2004: Portugal,PS2,2004,Sports,0.07,0.05,0.0,0.02,76.0,64.0,E,0.14,Playstation,Home console,everyone
UEFA Euro 2004: Portugal,XB,2004,Sports,0.04,0.01,0.0,0.0,74.0,81.0,E,0.05,Xbox,Home console,everyone
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,0.03,0.0,0.0,0.28,70.0,80.0,Pending,0.31000000000000005,Playstation,Home console,pending
UEFA Euro 2008 Austria-Switzerland,PS3,2008,Sports,0.08,0.26,0.0,0.06,73.0,71.0,Pending,0.4,Playstation,Home console,pending
UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,0.06,0.12,0.0,0.06,68.0,75.0,Pending,0.24,Playstation,Portable console,pending
UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,0.08,0.23,0.0,0.03,71.0,70.0,Pending,0.33999999999999997,Xbox,Home console,pending
UEFA Euro 2016,PS3,2016,Sports,0.0,0.04,0.03,0.01,73.0,71.0,Pending,0.08,Playstation,Home console,pending
UEFA Euro 2016,PS4,2016,Sports,0.0,0.22,0.04,0.04,72.0,66.0,E,0.3,Playstation,Home console,everyone
UFC 2009 Undisputed,PS3,2009,Fighting,1.07,0.44,0.01,0.24,84.0,81.0,T,1.76,Playstation,Home console,teen
UFC 2009 Undisputed,X360,2009,Fighting,1.48,0.39,0.0,0.19,83.0,79.0,T,2.06,Xbox,Home console,teen
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,0.08,0.08,0.0,0.03,65.0,24.0,E,0.19,Playstation,Home console,everyone
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,0.11,0.06,0.0,0.02,54.0,71.5,E,0.18999999999999997,Nintendo,Home console,everyone
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,0.53,0.18,0.0,0.06,70.0,65.0,E,0.77,Xbox,Home console,everyone
UFC Undisputed 2010,PS3,2010,Fighting,0.8,0.4,0.02,0.18,85.0,72.0,T,1.4000000000000001,Playstation,Home console,teen
UFC Undisputed 2010,PSP,2010,Fighting,0.11,0.06,0.0,0.04,74.0,70.0,T,0.21,Playstation,Portable console,teen
UFC Undisputed 2010,X360,2010,Fighting,0.9,0.31,0.0,0.11,84.0,67.0,T,1.32,Xbox,Home console,teen
UFC Undisputed 3,PS3,2012,Action,0.55,0.32,0.03,0.13,86.0,74.0,T,1.0300000000000002,Playstation,Home console,teen
UFC Undisputed 3,X360,2012,Action,0.72,0.2,0.0,0.08,85.0,76.0,T,0.9999999999999999,Xbox,Home console,teen
UFC: Sudden Impact,PS2,2004,Fighting,0.09,0.07,0.0,0.02,54.0,77.0,T,0.18,Playstation,Home console,teen
UFC: Tapout,XB,2002,Fighting,0.14,0.05,0.0,0.01,72.0,80.0,Pending,0.2,Xbox,Home console,pending
UFC: Tapout 2,XB,2003,Fighting,0.08,0.02,0.0,0.0,66.0,73.0,T,0.1,Xbox,Home console,teen
UFO: Trilogy,PC,2007,Strategy,0.0,0.02,0.0,0.0,78.0,75.0,Pending,0.02,PC,Home console,pending
UK Truck Simulator,PC,2010,Simulation,0.0,0.03,0.0,0.0,78.0,75.0,Pending,0.03,PC,Home console,pending
UN Squadron,SNES,1991,Shooter,0.0,0.0,0.12,0.0,70.0,75.0,Pending,0.12,Nintendo,Home console,pending
UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,0.1,0.0,0.0,0.01,59.0,74.0,E,0.11,Nintendo,Portable console,everyone
UNO 52,DS,2006,Misc,0.01,0.0,0.0,0.0,66.0,74.0,E,0.01,Nintendo,Portable console,everyone
USA Today Crossword Challenge,DS,2008,Puzzle,0.11,0.0,0.0,0.01,66.0,74.0,T,0.12,Nintendo,Portable console,teen
USA Today Puzzle Craze,DS,2009,Puzzle,0.09,0.0,0.0,0.01,66.0,74.0,E,0.09999999999999999,Nintendo,Portable console,everyone
Uchi no 3 Shimai DS,DS,2008,Misc,0.0,0.0,0.02,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,Adventure,0.0,0.0,0.01,0.0,66.0,74.0,Pending,0.01,Nintendo,Portable console,pending
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Ukiyo no Roushi,PSV,2015,Action,0.0,0.0,0.02,0.0,71.0,76.0,Pending,0.02,Playstation,Portable console,pending
