name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group,console_type,rating_sem
Ghostbusters: The Video Game,X360,2009,Action,0.43,0.14,0.0,0.06,79.0,85.0,T,0.6300000000000001,Xbox,Home console,teen
Ghostbusters: The Video Game (DS Version),PC,2010,Action,0.0,0.08,0.0,0.01,78.0,75.0,Pending,0.09,PC,Home console,pending
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,0.6,0.96,0.13,0.36,73.0,71.0,Pending,2.05,Playstation,Home console,pending
Ghostbusters: The Video Game (DS Version),X360,2009,Action,1.04,1.22,0.03,0.27,71.0,70.0,Pending,2.5599999999999996,Xbox,Home console,pending
Ghosthunter,PS2,2003,Action,0.04,0.03,0.0,0.01,69.0,87.0,T,0.08,Playstation,Home console,teen
Ghosts 'n Goblins,NES,1986,Action,0.74,0.26,0.61,0.03,70.0,75.0,Pending,1.64,Nintendo,Home console,pending
GiFTPiA,GC,2003,Role-Playing,0.0,0.0,0.11,0.0,70.0,79.5,Pending,0.11,Nintendo,Home console,pending
Giants: Citizen Kabuto,PS2,2001,Shooter,0.03,0.02,0.0,0.01,79.0,69.0,T,0.060000000000000005,Playstation,Home console,teen
Gift: Prism,PS2,2006,Adventure,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,0.0,0.0,0.02,0.0,70.0,75.0,Pending,0.02,Other,Home console,pending
Ginga Tetsudou 999 DS,DS,2010,Adventure,0.0,0.0,0.02,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
Gintama DS: Yorozuya Daisoudou,DS,2006,Action,0.0,0.0,0.07,0.0,66.0,74.0,Pending,0.07,Nintendo,Portable console,pending
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,0.0,0.0,0.08,0.0,66.0,74.0,Pending,0.08,Nintendo,Portable console,pending
Gintama no Sugoroku,PSP,2013,Action,0.0,0.0,0.06,0.0,68.0,75.0,Pending,0.06,Playstation,Portable console,pending
Gintama: Banji Oku Chuubu!,Wii,2007,Action,0.0,0.0,0.03,0.0,65.0,71.5,Pending,0.03,Nintendo,Home console,pending
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,0.0,0.0,0.08,0.0,70.0,80.0,Pending,0.08,Playstation,Home console,pending
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,0.0,0.0,0.02,0.0,71.0,76.0,Pending,0.02,Playstation,Portable console,pending
Girl Time,DS,2009,Simulation,0.11,0.0,0.0,0.01,66.0,74.0,E,0.12,Nintendo,Portable console,everyone
Girls Mode 3: Kirakira Code,3DS,2015,Action,0.0,0.0,0.23,0.0,68.0,71.0,Pending,0.23,Nintendo,Portable console,pending
Girls Only,DS,2010,Simulation,0.03,0.0,0.0,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
Girls RPG: Cinderellife,3DS,2012,Role-Playing,0.0,0.0,0.06,0.0,68.0,71.0,Pending,0.06,Nintendo,Portable console,pending
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,0.0,0.0,0.09,0.0,71.0,76.0,Pending,0.09,Playstation,Portable console,pending
Gitaroo Man,PS2,2001,Misc,0.02,0.02,0.0,0.01,82.0,87.0,E,0.05,Playstation,Home console,everyone
Gitaroo Man Lives!,PSP,2006,Misc,0.03,0.0,0.0,0.0,68.0,75.0,Pending,0.03,Playstation,Portable console,pending
Glacier2,Wii,2009,Racing,0.04,0.0,0.0,0.0,65.0,71.5,Pending,0.04,Nintendo,Home console,pending
Gladiator Begins,PSP,2010,Action,0.05,0.01,0.05,0.01,59.0,80.0,M,0.12000000000000001,Playstation,Portable console,mature
Gladiator: Sword of Vengeance,PS2,2003,Action,0.06,0.05,0.0,0.02,65.0,58.0,M,0.13,Playstation,Home console,mature
Gladiator: Sword of Vengeance,XB,2003,Action,0.04,0.01,0.0,0.0,65.0,71.0,M,0.05,Xbox,Home console,mature
Gladius,GC,2003,Strategy,0.06,0.01,0.0,0.0,82.0,88.0,T,0.06999999999999999,Nintendo,Home console,teen
Gladius,PS2,2003,Strategy,0.1,0.08,0.0,0.03,78.0,80.0,T,0.21,Playstation,Home console,teen
Gladius,XB,2003,Strategy,0.1,0.03,0.0,0.0,79.0,85.0,T,0.13,Xbox,Home console,teen
Global Defence Force,PS2,2005,Shooter,0.0,0.0,0.17,0.0,70.0,80.0,Pending,0.17,Playstation,Home console,pending
Global Touring Challenge: Africa,PS2,2001,Racing,0.05,0.04,0.0,0.01,64.0,80.0,E,0.09999999999999999,Playstation,Home console,everyone
Gloria Union,PSP,2011,Role-Playing,0.0,0.0,0.03,0.0,68.0,75.0,Pending,0.03,Playstation,Portable console,pending
Glory Days 2,DS,2007,Strategy,0.08,0.0,0.0,0.01,73.0,73.0,E10+,0.09,Nintendo,Portable console,everyone 10 and older
Glory of Heracles,DS,2008,Role-Playing,0.19,0.0,0.08,0.01,69.0,73.0,E10+,0.28,Nintendo,Portable console,everyone 10 and older
Glover,N64,1998,Platform,0.72,0.17,0.0,0.01,70.0,75.0,Pending,0.9,Nintendo,Home console,pending
Glover,PS,1999,Platform,0.09,0.06,0.0,0.01,73.5,83.0,Pending,0.16,Playstation,Home console,pending
Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,0.43,0.01,0.0,0.03,66.0,74.0,Pending,0.47,Nintendo,Portable console,pending
Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,0.52,0.02,0.0,0.04,65.0,71.5,Pending,0.5800000000000001,Nintendo,Home console,pending
Go Diego Go! Safari Rescue,Wii,2008,Action,0.47,0.0,0.0,0.04,65.0,71.5,Pending,0.51,Nintendo,Home console,pending
Go Diego Go!: Safari Rescue,PS2,2008,Action,0.02,0.02,0.0,0.01,70.0,80.0,Pending,0.05,Playstation,Home console,pending
Go Go Ackman 3,SNES,1995,Platform,0.0,0.0,0.04,0.0,70.0,75.0,Pending,0.04,Nintendo,Home console,pending
Go Play: Circus Star,Wii,2009,Action,0.12,0.0,0.0,0.01,65.0,71.5,E10+,0.13,Nintendo,Home console,everyone 10 and older
Go Play: City Sports,Wii,2009,Sports,0.08,0.0,0.0,0.01,65.0,71.5,E,0.09,Nintendo,Home console,everyone
Go Play: Lumberjacks,Wii,2009,Simulation,0.17,0.0,0.0,0.01,65.0,71.5,E,0.18000000000000002,Nintendo,Home console,everyone
Go Vacation,Wii,2011,Misc,0.42,0.65,0.33,0.14,64.0,78.0,E10+,1.54,Nintendo,Home console,everyone 10 and older
Go! Go! Hypergrind,GC,2003,Sports,0.02,0.01,0.0,0.0,70.0,79.5,Pending,0.03,Nintendo,Home console,pending
Go! Sudoku,PSP,2005,Puzzle,0.11,0.0,0.0,0.01,68.0,75.0,Pending,0.12,Playstation,Portable console,pending
Go! Sudoku (JP sales),PSP,2005,Puzzle,0.0,0.0,0.11,0.0,68.0,75.0,Pending,0.11,Playstation,Portable console,pending
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,0.14,0.01,0.0,0.01,66.0,74.0,Pending,0.16000000000000003,Nintendo,Portable console,pending
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,0.16,0.12,0.0,0.04,70.0,80.0,Pending,0.32,Playstation,Home console,pending
GoGo's Crazy Bones,DS,2012,Action,0.0,0.01,0.0,0.0,66.0,74.0,E,0.01,Nintendo,Portable console,everyone
GoPets: Vacation Island,DS,2008,Simulation,0.03,0.0,0.0,0.0,66.0,74.0,E,0.03,Nintendo,Portable console,everyone
Goal Storm '97,PS,1996,Sports,0.01,0.0,0.09,0.01,73.5,83.0,Pending,0.10999999999999999,Playstation,Home console,pending
Goat Simulator,XOne,2016,Simulation,0.0,0.01,0.0,0.0,53.0,63.0,T,0.01,Xbox,Home console,teen
Gobliiins 4,PC,2009,Adventure,0.0,0.01,0.0,0.0,54.0,75.0,Pending,0.01,PC,Home console,pending
Goblin Commander: Unleash the Horde,GC,2003,Strategy,0.01,0.0,0.0,0.0,71.0,78.0,T,0.01,Nintendo,Home console,teen
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,0.08,0.07,0.0,0.02,68.0,87.0,T,0.17,Playstation,Home console,teen
Goblin Commander: Unleash the Horde,XB,2003,Strategy,0.06,0.02,0.0,0.0,70.0,80.0,T,0.08,Xbox,Home console,teen
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,0.0,0.0,0.02,0.0,71.0,76.0,Pending,0.02,Playstation,Portable console,pending
God Eater,PSP,2010,Action,0.0,0.0,0.72,0.0,68.0,75.0,Pending,0.72,Playstation,Portable console,pending
God Eater 2,PSP,2013,Role-Playing,0.0,0.0,0.24,0.0,68.0,75.0,Pending,0.24,Playstation,Portable console,pending
God Eater 2,PSV,2013,Role-Playing,0.0,0.0,0.45,0.0,71.0,76.0,Pending,0.45,Playstation,Portable console,pending
God Eater 2: Rage Burst,PS4,2015,Role-Playing,0.0,0.01,0.09,0.0,69.0,80.0,T,0.09999999999999999,Playstation,Home console,teen
God Eater 2: Rage Burst,PSV,2015,Role-Playing,0.0,0.03,0.37,0.01,71.0,81.0,T,0.41000000000000003,Playstation,Portable console,teen
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,0.0,0.0,0.03,0.0,73.0,70.0,Pending,0.03,Playstation,Home console,pending
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,0.0,0.0,0.02,0.0,73.0,70.0,Pending,0.02,Playstation,Home console,pending
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,0.0,0.0,0.01,0.0,73.0,70.0,Pending,0.01,Playstation,Home console,pending
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,0.0,0.0,0.02,0.0,73.0,70.0,Pending,0.02,Playstation,Home console,pending
God Eater Resurrection,PS4,2015,Action,0.0,0.0,0.08,0.0,70.0,78.0,T,0.08,Playstation,Home console,teen
God Eater Resurrection,PSV,2015,Action,0.0,0.0,0.19,0.0,71.0,88.0,T,0.19,Playstation,Portable console,teen
God Hand,PS2,2006,Action,0.0,0.0,0.07,0.0,73.0,77.0,M,0.07,Playstation,Home console,mature
God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,94.0,89.0,M,4.449999999999999,Playstation,Home console,mature
God of War Collection,PS3,2009,Action,1.7,0.44,0.06,0.4,91.0,87.0,M,2.6,Playstation,Home console,mature
God of War Collection,PSV,2014,Action,0.08,0.06,0.01,0.05,73.0,74.0,M,0.2,Playstation,Portable console,mature
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,93.0,89.0,M,4.07,Playstation,Home console,mature
God of War III,PS3,2010,Action,2.74,1.33,0.12,0.61,92.0,87.0,M,4.800000000000001,Playstation,Home console,mature
God of War III,PS4,2015,Action,0.24,0.29,0.01,0.1,73.0,70.0,Pending,0.64,Playstation,Home console,pending
God of War Saga,PS3,2012,Action,0.73,0.0,0.0,0.1,73.0,83.0,M,0.83,Playstation,Home console,mature
God of War: Ascension,PS3,2013,Action,1.23,0.63,0.04,0.35,80.0,75.0,M,2.25,Playstation,Home console,mature
God of War: Chains of Olympus,PSP,2008,Action,1.48,1.0,0.04,0.66,91.0,86.0,M,3.18,Playstation,Portable console,mature
God of War: Ghost of Sparta,PSP,2010,Action,0.41,0.35,0.03,0.21,86.0,84.0,M,1.0,Playstation,Portable console,mature
God of War: Origins Collection,PS3,2011,Action,0.39,0.08,0.02,0.06,84.0,84.0,M,0.55,Playstation,Home console,mature
Godai: Elemental Force,PS2,2002,Action,0.04,0.03,0.0,0.01,27.0,38.0,T,0.08,Playstation,Home console,teen
Gods Eater Burst,PSP,2010,Action,0.03,0.0,0.62,0.0,71.0,79.0,T,0.65,Playstation,Portable console,teen
Godzilla (2014),PS3,2014,Action,0.0,0.0,0.06,0.0,73.0,71.0,Pending,0.06,Playstation,Home console,pending
Godzilla (2015),PS4,2014,Action,0.11,0.03,0.02,0.03,73.0,70.0,Pending,0.19,Playstation,Home console,pending
Godzilla Generations,DC,1998,Action,0.0,0.0,0.08,0.0,88.0,88.0,Pending,0.08,Other,Home console,pending
Godzilla Unleashed,Wii,2007,Fighting,0.14,0.0,0.0,0.01,44.0,72.0,E10+,0.15000000000000002,Nintendo,Home console,everyone 10 and older
Godzilla Unleashed: Double Smash,DS,2007,Action,0.11,0.0,0.0,0.01,28.0,49.0,E,0.12,Nintendo,Portable console,everyone
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,0.55,0.14,0.0,0.02,73.0,78.0,T,0.7100000000000001,Nintendo,Home console,teen
Godzilla: Destroy All Monsters Melee,XB,2002,Fighting,0.09,0.03,0.0,0.0,71.0,68.0,T,0.12,Xbox,Home console,teen
Godzilla: Domination!,GBA,2002,Fighting,0.2,0.07,0.0,0.01,69.0,80.0,Pending,0.28,Nintendo,Portable console,pending
Godzilla: Save the Earth,PS2,2004,Fighting,0.23,0.18,0.0,0.06,62.0,87.0,T,0.47000000000000003,Playstation,Home console,teen
Godzilla: Save the Earth,XB,2004,Fighting,0.1,0.03,0.0,0.0,63.0,82.0,T,0.13,Xbox,Home console,teen
Goemon's Great Adventure,N64,1998,Platform,0.06,0.02,0.13,0.1,70.0,75.0,Pending,0.31000000000000005,Nintendo,Home console,pending
Goku Makaimura Kai,PSP,2007,Platform,0.0,0.0,0.01,0.0,68.0,75.0,Pending,0.01,Playstation,Portable console,pending
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,0.0,0.0,0.01,0.0,66.0,74.0,Pending,0.01,Nintendo,Portable console,pending
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,0.0,0.0,0.1,0.0,66.0,74.0,Pending,0.1,Nintendo,Portable console,pending
Gokujou Parodius,SNES,1994,Shooter,0.0,0.0,0.18,0.0,70.0,75.0,Pending,0.18,Nintendo,Home console,pending
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,0.0,0.0,0.03,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,0.03,0.02,0.0,0.0,34.0,83.0,E,0.05,Playstation,Home console,everyone
Gold's Gym: Cardio Workout,Wii,2008,Sports,1.1,0.03,0.06,0.09,65.0,84.0,E,1.2800000000000002,Nintendo,Home console,everyone
Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,0.0,0.29,0.0,0.02,65.0,71.5,Pending,0.31,Nintendo,Home console,pending
Gold's Gym: Dance Workout,Wii,2010,Sports,0.69,0.1,0.0,0.06,65.0,71.5,E10+,0.8499999999999999,Nintendo,Home console,everyone 10 and older
Golden Axe: Beast Rider,PS3,2008,Action,0.13,0.14,0.0,0.06,44.0,56.0,M,0.33,Playstation,Home console,mature
Golden Axe: Beast Rider,X360,2008,Action,0.19,0.11,0.0,0.03,45.0,58.0,M,0.32999999999999996,Xbox,Home console,mature
Golden Axe: The Duel,SAT,1994,Fighting,0.0,0.0,0.05,0.0,70.0,75.0,Pending,0.05,Other,Home console,pending
Golden Nugget 64,N64,1998,Misc,0.07,0.02,0.0,0.0,70.0,75.0,Pending,0.09000000000000001,Nintendo,Home console,pending
Golden Nugget Casino,GBA,2004,Misc,0.18,0.07,0.0,0.0,69.0,80.0,E,0.25,Nintendo,Portable console,everyone
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,0.02,0.01,0.0,0.0,69.0,80.0,Pending,0.03,Nintendo,Portable console,pending
Golden Nugget Casino DS,DS,2005,Misc,0.02,0.0,0.0,0.0,66.0,74.0,T,0.02,Nintendo,Portable console,teen
Golden Sun,GBA,2001,Role-Playing,0.93,0.38,0.4,0.06,91.0,93.0,E,1.77,Nintendo,Portable console,everyone
Golden Sun: Dark Dawn,DS,2010,Role-Playing,0.51,0.09,0.13,0.05,79.0,81.0,E10+,0.78,Nintendo,Portable console,everyone 10 and older
Golden Sun: The Lost Age,GBA,2002,Role-Playing,0.61,0.27,0.27,0.07,86.0,95.0,E,1.22,Nintendo,Portable console,everyone
Golden Time: Vivid Memories,PSV,2014,Adventure,0.0,0.0,0.01,0.0,71.0,76.0,Pending,0.01,Playstation,Portable console,pending
GoldenEye 007,N64,1997,Shooter,5.8,2.01,0.13,0.15,70.0,75.0,Pending,8.09,Nintendo,Home console,pending
GoldenEye 007 (2010),DS,2010,Action,0.1,0.03,0.0,0.01,66.0,74.0,Pending,0.14,Nintendo,Portable console,pending
GoldenEye 007 (2010),Wii,2010,Action,0.84,0.7,0.13,0.16,65.0,71.5,Pending,1.8299999999999998,Nintendo,Home console,pending
GoldenEye: Rogue Agent,DS,2005,Shooter,0.1,0.0,0.0,0.01,58.0,75.0,T,0.11,Nintendo,Portable console,teen
GoldenEye: Rogue Agent,GC,2004,Shooter,0.28,0.07,0.0,0.01,60.0,67.0,T,0.36000000000000004,Nintendo,Home console,teen
GoldenEye: Rogue Agent,PS2,2004,Shooter,0.54,0.02,0.0,0.09,60.0,70.0,T,0.65,Playstation,Home console,teen
GoldenEye: Rogue Agent,XB,2004,Shooter,0.34,0.13,0.0,0.02,61.0,72.0,T,0.49000000000000005,Xbox,Home console,teen
Goldeneye 007: Reloaded,PS3,2011,Shooter,0.33,0.33,0.0,0.12,72.0,63.0,T,0.78,Playstation,Home console,teen
Goldeneye 007: Reloaded,X360,2011,Shooter,0.25,0.2,0.0,0.05,72.0,60.0,T,0.5,Xbox,Home console,teen
Golf,GB,1989,Sports,0.83,0.33,0.92,0.04,70.0,75.0,Pending,2.12,Nintendo,Portable console,pending
Golf,NES,1984,Sports,1.22,0.28,2.46,0.04,70.0,75.0,Pending,4.0,Nintendo,Home console,pending
Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,0.0,0.0,0.02,0.0,68.0,71.0,Pending,0.02,Nintendo,Portable console,pending
Goodbye Deponia,PC,2013,Adventure,0.0,0.06,0.0,0.0,80.0,79.0,Pending,0.06,PC,Home console,pending
Goosebumps HorrorLand,DS,2008,Adventure,0.29,0.0,0.0,0.02,66.0,74.0,E10+,0.31,Nintendo,Portable console,everyone 10 and older
Goosebumps HorrorLand,PS2,2008,Adventure,0.04,0.03,0.0,0.01,70.0,80.0,E10+,0.08,Playstation,Home console,everyone 10 and older
Goosebumps HorrorLand,Wii,2008,Adventure,0.15,0.0,0.0,0.01,37.0,35.0,E10+,0.16,Nintendo,Home console,everyone 10 and older
Goosebumps: The Game,3DS,2015,Adventure,0.05,0.0,0.0,0.01,68.0,71.0,E10+,0.060000000000000005,Nintendo,Portable console,everyone 10 and older
Gormiti: The Lords of Nature!,DS,2010,Adventure,0.05,0.0,0.0,0.0,66.0,74.0,Pending,0.05,Nintendo,Portable console,pending
Gormiti: The Lords of Nature!,Wii,2010,Adventure,0.03,0.0,0.0,0.0,65.0,71.5,Pending,0.03,Nintendo,Home console,pending
Gotcha Force,GC,2003,Shooter,0.01,0.0,0.01,0.0,56.0,82.0,E,0.02,Nintendo,Home console,everyone
Gothic 3,PC,2006,Role-Playing,0.0,0.05,0.0,0.01,63.0,73.0,T,0.060000000000000005,PC,Home console,teen
Gothic Universe,PC,2007,Role-Playing,0.0,0.03,0.0,0.01,78.0,79.0,M,0.04,PC,Home console,mature
Gotouchi Kenkei DS,DS,2006,Misc,0.0,0.0,0.03,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,0.0,0.0,0.12,0.0,68.0,71.0,Pending,0.12,Nintendo,Portable console,pending
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,0.0,0.0,0.03,0.0,73.5,71.0,Pending,0.03,Nintendo,Home console,pending
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,0.0,0.0,0.1,0.01,73.5,83.0,Pending,0.11,Playstation,Home console,pending
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,0.13,0.0,0.0,0.01,66.0,74.0,E,0.14,Nintendo,Portable console,everyone
Grabbed by the Ghoulies,XB,2003,Action,0.11,0.03,0.0,0.01,66.0,73.0,E,0.15000000000000002,Xbox,Home console,everyone
Gradius,NES,1986,Shooter,0.27,0.08,1.0,0.01,70.0,75.0,Pending,1.36,Nintendo,Home console,pending
Gradius Collection,PSP,2006,Shooter,0.04,0.0,0.02,0.0,76.0,85.0,E,0.06,Playstation,Portable console,everyone
Gradius Galaxies,GBA,2001,Shooter,0.06,0.02,0.0,0.0,78.0,80.0,E,0.08,Nintendo,Portable console,everyone
Gradius III and IV,PS2,2000,Shooter,0.04,0.03,0.0,0.01,64.0,80.0,E,0.08,Playstation,Home console,everyone
Gradius V,PS2,2004,Shooter,0.05,0.04,0.0,0.01,82.0,85.0,T,0.09999999999999999,Playstation,Home console,teen
Graffiti Kingdom,PS2,2004,Role-Playing,0.01,0.01,0.0,0.0,71.0,71.0,E,0.02,Playstation,Home console,everyone
Gran Turismo,PS,1997,Racing,4.02,3.87,2.54,0.52,96.0,87.0,E,10.95,Playstation,Home console,everyone
Gran Turismo (PSP),PSP,2009,Racing,0.5,1.58,0.31,0.87,68.0,75.0,Pending,3.2600000000000002,Playstation,Portable console,pending
Gran Turismo 2,PS,1999,Racing,3.88,3.42,1.69,0.5,93.0,90.0,T,9.49,Playstation,Home console,teen
Gran Turismo 3: A-Spec,PS2,2001,Racing,6.85,5.09,1.87,1.16,95.0,84.0,E,14.969999999999999,Playstation,Home console,everyone
Gran Turismo 4,PS2,2004,Racing,3.01,0.01,1.1,7.53,89.0,85.0,E,11.649999999999999,Playstation,Home console,everyone
Gran Turismo 4 Prologue,PS2,2003,Racing,0.0,0.47,0.77,0.17,70.0,80.0,Pending,1.41,Playstation,Home console,pending
Gran Turismo 5,PS3,2010,Racing,2.96,4.82,0.81,2.11,84.0,75.0,E,10.7,Playstation,Home console,everyone
Gran Turismo 5 Prologue,PS3,2007,Racing,1.28,1.82,0.57,0.52,80.0,71.0,E,4.1899999999999995,Playstation,Home console,everyone
Gran Turismo 6,PS3,2013,Racing,0.72,1.67,0.4,0.44,81.0,77.0,E,3.2299999999999995,Playstation,Home console,everyone
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,0.0,1.1,0.42,0.33,70.0,80.0,Pending,1.85,Playstation,Home console,pending
Grand Ages: Medieval,PC,2015,Strategy,0.0,0.05,0.0,0.0,63.0,54.0,T,0.05,PC,Home console,teen
Grand Ages: Medieval,PS4,2015,Strategy,0.0,0.05,0.02,0.01,64.0,71.0,T,0.08,Playstation,Home console,teen
Grand Kingdom,PS4,2015,Role-Playing,0.03,0.0,0.03,0.01,78.0,81.0,T,0.06999999999999999,Playstation,Home console,teen
Grand Kingdom,PSV,2015,Role-Playing,0.01,0.01,0.04,0.01,76.0,88.0,T,0.06999999999999999,Playstation,Portable console,teen
Grand Knights History,PSP,2011,Role-Playing,0.0,0.0,0.13,0.0,68.0,75.0,Pending,0.13,Playstation,Portable console,pending
Grand Prix,2600,1981,Racing,0.45,0.03,0.0,0.0,70.0,75.0,Pending,0.48,Other,Home console,pending
Grand Prix Challenge,PS2,2002,Racing,0.04,0.03,0.0,0.01,76.0,92.0,E,0.08,Playstation,Home console,everyone
Grand Prix Legends,PC,1997,Racing,0.0,0.01,0.0,0.0,78.0,75.0,E,0.01,PC,Home console,everyone
Grand Slam,PS,1997,Misc,0.02,0.02,0.0,0.0,73.5,83.0,Pending,0.04,Playstation,Home console,pending
Grand Slam Tennis 2,PS3,2012,Sports,0.09,0.1,0.0,0.04,73.0,52.0,E,0.23,Playstation,Home console,everyone
Grand Slam Tennis 2,X360,2012,Sports,0.1,0.06,0.0,0.02,71.0,51.0,E,0.18,Xbox,Home console,everyone
Grand Theft Auto,GBA,2004,Action,0.17,0.06,0.0,0.0,68.0,71.0,M,0.23,Nintendo,Portable console,mature
Grand Theft Auto,PS,1997,Action,0.79,1.35,0.04,0.14,73.5,83.0,Pending,2.3200000000000003,Playstation,Home console,pending
Grand Theft Auto 2,PS,1998,Action,1.13,2.07,0.0,0.22,70.0,80.0,T,3.42,Playstation,Home console,teen
Grand Theft Auto III,PC,2002,Action,0.0,0.01,0.0,0.0,93.0,84.0,M,0.01,PC,Home console,mature
Grand Theft Auto III,PS2,2001,Action,6.99,4.51,0.3,1.3,97.0,85.0,M,13.100000000000001,Playstation,Home console,mature
Grand Theft Auto IV,PC,2008,Action,0.01,0.79,0.0,0.07,90.0,66.0,M,0.8700000000000001,PC,Home console,mature
Grand Theft Auto IV,PS3,2008,Action,4.76,3.69,0.44,1.61,98.0,75.0,M,10.499999999999998,Playstation,Home console,mature
Grand Theft Auto IV,X360,2008,Action,6.76,3.07,0.14,1.03,98.0,79.0,M,11.0,Xbox,Home console,mature
Grand Theft Auto V,PC,2015,Action,0.39,0.69,0.0,0.09,96.0,79.0,M,1.1700000000000002,PC,Home console,mature
Grand Theft Auto V,PS3,2013,Action,7.02,9.09,0.98,3.96,97.0,82.0,M,21.05,Playstation,Home console,mature
Grand Theft Auto V,PS4,2014,Action,3.96,6.31,0.38,1.97,97.0,83.0,M,12.620000000000001,Playstation,Home console,mature
Grand Theft Auto V,X360,2013,Action,9.66,5.14,0.06,1.41,97.0,81.0,M,16.27,Xbox,Home console,mature
Grand Theft Auto V,XOne,2014,Action,2.81,2.19,0.0,0.47,97.0,79.0,M,5.47,Xbox,Home console,mature
Grand Theft Auto: Chinatown Wars,DS,2009,Action,0.58,0.56,0.05,0.14,93.0,83.0,M,1.33,Nintendo,Portable console,mature
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,0.28,0.49,0.03,0.27,90.0,73.0,M,1.07,Playstation,Portable console,mature
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,78.0,78.0,M,3.53,Playstation,Home console,mature
Grand Theft Auto: Liberty City Stories,PSP,2005,Action,2.9,2.81,0.24,1.73,88.0,76.0,M,7.68,Playstation,Portable console,mature
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,0.06,0.04,0.0,0.01,73.5,83.0,Pending,0.11,Playstation,Home console,pending
Grand Theft Auto: San Andreas,PC,2005,Action,0.0,0.93,0.0,0.04,93.0,89.0,M,0.9700000000000001,PC,Home console,mature
Grand Theft Auto: San Andreas,PS2,2004,Action,9.43,0.4,0.41,10.57,95.0,90.0,M,20.810000000000002,Playstation,Home console,mature
Grand Theft Auto: San Andreas,X360,2008,Action,0.08,0.02,0.0,0.01,71.0,75.0,M,0.11,Xbox,Home console,mature
Grand Theft Auto: San Andreas,XB,2005,Action,1.26,0.61,0.0,0.09,93.0,86.0,AO,1.9600000000000002,Xbox,Home console,adults only
Grand Theft Auto: Vice City,PC,2003,Action,0.0,0.03,0.0,0.01,94.0,88.0,M,0.04,PC,Home console,mature
Grand Theft Auto: Vice City,PS2,2002,Action,8.41,5.49,0.47,1.78,95.0,87.0,M,16.150000000000002,Playstation,Home console,mature
Grand Theft Auto: Vice City Stories,PS2,2007,Action,0.78,0.03,0.03,0.13,75.0,79.0,M,0.9700000000000001,Playstation,Home console,mature
Grand Theft Auto: Vice City Stories,PSP,2006,Action,1.7,1.99,0.16,1.18,86.0,80.0,M,5.03,Playstation,Portable console,mature
Grandia,PS,1999,Role-Playing,0.14,0.09,0.0,0.02,89.0,66.0,E,0.25,Playstation,Home console,everyone
